sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,pole,residue,multiplicity_pole,poles_all
87.8890990990991,0,2,[4.66460138e-04 2.01157916e-02 1.00000000e+00],[1.],"[1.0, 0.0201157915922128, 0.00046646013788280004, 0.0]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 1.1458472830575465e-05]",0.0,,,[],[]
87.8890990990991,0,3,[1.14584728e-05 4.66460138e-04 2.01157916e-02 1.00000000e+00],[1.],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
87.8890990990991,1,0,[1.],[-0.02011579  1.        ],"[1.0, 0.0201157915922128, 0.0004046450713813392, 8.139755924723092e-06]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 6.181506650146086e-05, 3.3187169058523734e-06]",0.0,(49.71218733381185+0j),(-49.71218733381185+0j),[1],[array([49.71218733])]
87.8890990990991,1,1,[-0.00307296  1.        ],[-0.02318875  1.        ],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.0816629275373486e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 6.418435552019793e-07]",0.0,(43.12435288364763+0j),(-37.40953499281016+0j),[1],[array([43.12435288])]
87.8890990990991,1,2,[-2.76790880e-05 -4.44895017e-03  1.00000000e+00],[-0.02456474  1.        ],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(40.708752796281104+0j),(-31.46863660740481+0j),[1],[array([40.7087528])]
87.8890990990991,2,0,[1.],[-6.18150665e-05 -2.01157916e-02  1.00000000e+00],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.0626673914727413e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 8.317989158480526e-07]",0.0,(43.813310246640405+0j),(-39.165865810573784+0j),[1],"[array([  43.81331025, -369.23222073])]"
87.8890990990991,2,1,[-0.01345625  1.        ],[ 2.08868030e-04 -3.35720404e-02  1.00000000e+00],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575464e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,(39.48774443026306+0j),(-27.443605902823023+0j),[1],"[array([ 39.48774443, 121.24552023])]"
87.8890990990991,3,0,[1.],[-8.31798916e-07 -6.18150665e-05 -2.01157916e-02  1.00000000e+00],"[1.0, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[1, 0.0201157915922128, 0.00046646013788280004, 1.1458472830575465e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(41.47569999139513+0j),(-33.856869495007565-0j),[1],"[array([ 41.47569999  +0.j        , -57.89530796+160.10655558j,
       -57.89530796-160.10655558j])]"
87.98918918918919,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]",0.0,,,[],[]
87.98918918918919,0,1,[0.02009302 1.        ],[1.],"[1.0, 0.0200930246187006, 0.0, 0.0]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.00046540661103450004, 1.141972850232289e-05]",0.0,,,[],[]
87.98918918918919,0,2,[4.65406611e-04 2.00930246e-02 1.00000000e+00],[1.],"[1.0, 0.0200930246187006, 0.00046540661103450004, 0.0]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, 1.141972850232289e-05]",0.0,,,[],[]
87.98918918918919,0,3,[1.14197285e-05 4.65406611e-04 2.00930246e-02 1.00000000e+00],[1.],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.1419728502322891e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, -1.6940658945086007e-21]",-1.6940658945086007e-21,,,[],[]
87.98918918918919,1,0,[1.],[-0.02009302  1.        ],"[1.0, 0.0200930246187006, 0.0004037296383277083, 8.112149562217731e-06]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 6.167697270679172e-05, 3.307578940105158e-06]",0.0,(49.76851514277741+0j),(-49.76851514277741+0j),[1],[array([49.76851514])]
87.98918918918919,1,1,[-0.00306957  1.        ],[-0.0231626  1.       ],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.0780025292609529e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, 6.397032097133602e-07]",0.0,(43.17305371756124+0j),(-37.45164110185285+0j),[1],[array([43.17305372])]
87.98918918918919,1,2,[-2.76179410e-05 -4.44407527e-03  1.00000000e+00],[-0.0245371  1.       ],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.1419728502322891e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, -1.6940658945086007e-21]",-1.6940658945086007e-21,(40.75461259344577+0j),(-31.503793751554262+0j),[1],[array([40.75461259])]
87.98918918918919,2,0,[1.],[-6.16769727e-05 -2.00930246e-02  1.00000000e+00],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.0590703424226714e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, 8.290250780961752e-07]",0.0,(43.86282206327944+0j),(-39.210032684180234+0j),[1],"[array([  43.86282206, -369.64120801])]"
87.98918918918919,2,1,[-0.0134414  1.       ],[ 2.08401479e-04 -3.35344281e-02  1.00000000e+00],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.1419728502322888e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,(39.532143455493866+0j),(-27.473992287278453+0j),[1],"[array([ 39.53214346, 121.38047711])]"
87.98918918918919,3,0,[1.],[-8.29025078e-07 -6.16769727e-05 -2.00930246e-02  1.00000000e+00],"[1.0, 0.0200930246187006, 0.00046540661103450004, 1.1419728502322888e-05]","[1, 0.0200930246187006, 0.00046540661103450004, 1.141972850232289e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,(41.52247823214232+0j),(-33.89486638689008-0j),[1],"[array([ 41.52247823  +0.j        , -57.95973548+160.28370155j,
       -57.95973548-160.28370155j])]"
88.08927927927928,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]",0.0,,,[],[]
88.08927927927928,0,1,[0.02007031 1.        ],[1.],"[1.0, 0.0200703089940378, 0.0, 0.0]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0004643566415148, 1.1381158109412571e-05]",0.0,,,[],[]
88.08927927927928,0,2,[4.64356642e-04 2.00703090e-02 1.00000000e+00],[1.],"[1.0, 0.0200703089940378, 0.0004643566415148, 0.0]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 1.1381158109412571e-05]",0.0,,,[],[]
88.08927927927928,0,3,[1.13811581e-05 4.64356642e-04 2.00703090e-02 1.00000000e+00],[1.],"[1.0, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
88.08927927927928,1,0,[1.],[-0.02007031  1.        ],"[1.0, 0.0200703089940378, 0.00040281730311615455, 8.084667741686206e-06]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 6.153933839864547e-05, 3.2964903677263646e-06]",0.0,(49.82484326958124+0j),(-49.82484326958124+0j),[1],[array([49.82484327])]
88.08927927927928,1,1,[-0.00306619  1.        ],[-0.0231365  1.       ],"[1.0, 0.0200703089940378, 0.0004643566415148, 1.0743585989780226e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 6.375721196323455e-07]",0.0,(43.221755004010454+0j),(-37.49374775790246+0j),[1],[array([43.221755])]
88.08927927927928,1,2,[-2.7556986e-05 -4.4392104e-03  1.0000000e+00],[-0.02450952  1.        ],"[1.0, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(40.80047364694483+0j),(-31.538953282064732+0j),[1],[array([40.80047365])]
88.08927927927928,2,0,[1.],[-6.15393384e-05 -2.00703090e-02  1.00000000e+00],"[1.0, 0.0200703089940378, 0.0004643566415148, 1.0554894815585148e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 8.26263293827423e-07]",0.0,(43.91233430434497+0j),(-39.254200039820155+0j),[1],"[array([  43.9123343 , -370.05020833])]"
88.08927927927928,2,1,[-0.01342659  1.        ],[ 2.07936416e-04 -3.34968962e-02  1.00000000e+00],"[1.0, 0.0200703089940378, 0.00046435664151479996, 1.1381158109412564e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 5.421010862427522e-20, 6.776263578034403e-21]",6.776263578034403e-21,(39.57654463602975+0j),(-27.504383843406877+0j),[1],"[array([ 39.57654464, 121.51547045])]"
88.08927927927928,3,0,[1.],[-8.26263294e-07 -6.15393384e-05 -2.00703090e-02  1.00000000e+00],"[1.0, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[1, 0.0200703089940378, 0.0004643566415148, 1.1381158109412571e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(41.569257455524195+0j),(-33.932864892466036-0j),[1],"[array([ 41.56925746  +0.j        , -58.02417383+160.46087072j,
       -58.02417383-160.46087072j])]"
88.18936936936937,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]",0.0,,,[],[]
88.18936936936937,0,1,[0.02004764 1.        ],[1.],"[1.0, 0.0200476445451284, 0.0, 0.0]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.00046331021336189996, 1.1342761065592055e-05]",0.0,,,[],[]
88.18936936936937,0,2,[4.63310213e-04 2.00476445e-02 1.00000000e+00],[1.],"[1.0, 0.0200476445451284, 0.00046331021336189996, 0.0]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, 1.1342761065592055e-05]",0.0,,,[],[]
88.18936936936937,0,3,[1.13427611e-05 4.63310213e-04 2.00476445e-02 1.00000000e+00],[1.],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592054e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,,,[],[]
88.18936936936937,1,0,[1.],[-0.02004764  1.        ],"[1.0, 0.0200476445451284, 0.00040190805180781653, 8.057309762468156e-06]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 6.140216155408343e-05, 3.2854513031239e-06]",0.0,(49.881171713162736+0j),(-49.881171713162736+0j),[1],[array([49.88117171])]
88.18936936936937,1,1,[-0.00306281  1.        ],[-0.02311046  1.        ],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.0707310443491027e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, 6.354506221010281e-07]",0.0,(43.270456741407564+0j),(-37.53585495899546+0j),[1],[array([43.27045674])]
88.18936936936937,1,2,[-2.74962387e-05 -4.43435637e-03  1.00000000e+00],[-0.024482  1.      ],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592054e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,(40.84633456375436+0j),(-31.574111970280324+0j),[1],[array([40.84633456])]
88.18936936936937,2,0,[1.],[-6.14021616e-05 -2.00476445e-02  1.00000000e+00],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.0519247180745782e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, 8.235138848462738e-07]",0.0,(43.96184696835586+0j),(-39.29836787577808+0j),[1],"[array([  43.96184697, -370.45922162])]"
88.18936936936937,2,1,[-0.01341181  1.        ],[ 2.07472960e-04 -3.34594506e-02  1.00000000e+00],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592057e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, -1.6940658945086007e-21]",-1.6940658945086007e-21,(39.62094495706268+0j),(-27.534772264265502+0j),[1],"[array([ 39.62094496, 121.65043552])]"
88.18936936936937,3,0,[1.],[-8.23513885e-07 -6.14021616e-05 -2.00476445e-02  1.00000000e+00],"[1.0, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592057e-05]","[1, 0.0200476445451284, 0.00046331021336189996, 1.1342761065592055e-05]","[0.0, 0.0, 0.0, -1.6940658945086007e-21]",-1.6940658945086007e-21,(41.61603671393981+0j),(-33.970863051734895-0j),[1],"[array([ 41.61603671  +0.j        , -58.08860505+160.63802901j,
       -58.08860505-160.63802901j])]"
88.28945945945945,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]",0.0,,,[],[]
88.28945945945945,0,1,[0.02002503 1.        ],[1.],"[1.0, 0.0200250310996518, 0.0, 0.0]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0004622673107016, 1.130453561209066e-05]",0.0,,,[],[]
88.28945945945945,0,2,[4.62267311e-04 2.00250311e-02 1.00000000e+00],[1.],"[1.0, 0.0200250310996518, 0.0004622673107016, 0.0]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0, 1.130453561209066e-05]",0.0,,,[],[]
88.28945945945945,0,3,[1.13045356e-05 4.62267311e-04 2.00250311e-02 1.00000000e+00],[1.],"[1.0, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
88.28945945945945,1,0,[1.],[-0.02002503  1.        ],"[1.0, 0.0200250310996518, 0.0004010018705420218, 8.03007492862253e-06]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 6.126544015957824e-05, 3.27446068346813e-06]",0.0,(49.937500472465594+0j),(-49.937500472465594+0j),[1],[array([49.93750047])]
88.28945945945945,1,1,[-0.00305944  1.        ],[-0.02308447  1.        ],"[1.0, 0.0200250310996518, 0.00046226731070159996, 1.06711977364672e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 5.421010862427522e-20, 6.333378756234609e-07]",5.421010862427522e-20,(43.31915892832456+0j),(-37.577962703442246+0j),[1],[array([43.31915893])]
88.28945945945945,1,2,[-2.74356641e-05 -4.42951144e-03  1.00000000e+00],[-0.02445454  1.        ],"[1.0, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(40.892198190537464+0j),(-31.609276419256542+0j),[1],[array([40.89219819])]
88.28945945945945,2,0,[1.],[-6.12654402e-05 -2.00250311e-02  1.00000000e+00],"[1.0, 0.0200250310996518, 0.0004622673107016, 1.0483759617681352e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0, 8.207759944093081e-07]",0.0,(44.011360053961674+0j),(-39.34253619054476+0j),[1],"[array([  44.01136005, -370.86824784])]"
88.28945945945945,2,1,[-0.01339705  1.        ],[ 2.07010847e-04 -3.34220783e-02  1.00000000e+00],"[1.0, 0.0200250310996518, 0.00046226731070160007, 1.130453561209066e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, -5.421010862427522e-20, 0.0]",0.0,(39.665350585360784+0j),(-27.565174549070225+0j),[1],"[array([ 39.66535059, 121.7855048 ])]"
88.28945945945945,3,0,[1.],[-8.20775994e-07 -6.12654402e-05 -2.00250311e-02  1.00000000e+00],"[1.0, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[1, 0.0200250310996518, 0.0004622673107016, 1.130453561209066e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(41.66281794245827+0j),(-34.008864871354874-0j),[1],"[array([ 41.66281794  +0.j        , -58.1530659 +160.81524612j,
       -58.1530659 -160.81524612j])]"
88.38954954954954,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]",0.0,,,[],[]
88.38954954954954,0,1,[0.02000247 1.        ],[1.],"[1.0, 0.020002468486058, 0.0, 0.0]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0004612279177491, 1.1266482144280706e-05]",0.0,,,[],[]
88.38954954954954,0,2,[4.61227918e-04 2.00024685e-02 1.00000000e+00],[1.],"[1.0, 0.020002468486058, 0.0004612279177491, 0.0]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 1.1266482144280706e-05]",0.0,,,[],[]
88.38954954954954,0,3,[1.12664821e-05 4.61227918e-04 2.00024685e-02 1.00000000e+00],[1.],"[1.0, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
88.38954954954954,1,0,[1.],[-0.02000247  1.        ],"[1.0, 0.020002468486058, 0.0004000987455357434, 8.002962548890046e-06]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 6.112917221335663e-05, 3.2635195953906603e-06]",0.0,(49.99382954643893+0j),(-49.99382954643893+0j),[1],[array([49.99382955])]
88.38954954954954,1,1,[-0.00305608  1.        ],[-0.02305855  1.        ],"[1.0, 0.020002468486058, 0.0004612279177491, 1.0635246957616616e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 6.312351866640903e-07]",0.0,(43.36786156326945+0j),(-37.62007098943816+0j),[1],[array([43.36786156])]
88.38954954954954,1,2,[-2.73753202e-05 -4.42467851e-03  1.00000000e+00],[-0.02442715  1.        ],"[1.0, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(40.93805962167497+0j),(-31.644435254696244+0j),[1],[array([40.93805962])]
88.38954954954954,2,0,[1.],[-6.11291722e-05 -2.00024685e-02  1.00000000e+00],"[1.0, 0.020002468486058, 0.0004612279177491, 1.0448431230443002e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 8.180509138377037e-07]",0.0,(44.060873559760886+0j),(-39.38670498252605+0j),[1],"[array([  44.06087356, -371.27728696])]"
88.38954954954954,2,1,[-0.01338233  1.        ],[ 2.06550514e-04 -3.33848011e-02  1.00000000e+00],"[1.0, 0.020002468486058, 0.00046122791774909995, 1.1266482144280706e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 5.421010862427522e-20, 0.0]",0.0,(39.70975089868625+0j),(-27.595561423531525+0j),[1],"[array([ 39.7097509, 121.9204502])]"
88.38954954954954,3,0,[1.],[-8.18050914e-07 -6.11291722e-05 -2.00024685e-02  1.00000000e+00],"[1.0, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[1, 0.020002468486058, 0.0004612279177491, 1.1266482144280706e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(41.709597805270676+0j),(-34.04686344809365-0j),[1],"[array([ 41.70959781  +0.j        , -58.21749307+160.99240201j,
       -58.21749307-160.99240201j])]"
88.48963963963963,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]",0.0,,,[],[]
88.48963963963963,0,1,[0.01997996 1.        ],[1.],"[1.0, 0.0199799565335642, 0.0, 0.0]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 0.00046019201880809994, 1.1228600589724936e-05]",0.0,,,[],[]
88.48963963963963,0,2,[4.60192019e-04 1.99799565e-02 1.00000000e+00],[1.],"[1.0, 0.0199799565335642, 0.00046019201880809994, 0.0]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 0.0, 1.1228600589724936e-05]",0.0,,,[],[]
88.48963963963963,0,3,[1.12286006e-05 4.60192019e-04 1.99799565e-02 1.00000000e+00],[1.],"[1.0, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
88.48963963963963,1,0,[1.],[-0.01997996  1.        ],"[1.0, 0.0199799565335642, 0.00039919866308311475, 7.975971936657573e-06]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 6.0993355724985184e-05, 3.2526286530673625e-06]",0.0,(50.05015893403504+0j),(-50.05015893403504+0j),[1],[array([50.05015893])]
88.48963963963963,1,1,[-0.00305273  1.        ],[-0.02303268  1.        ],"[1.0, 0.0199799565335642, 0.0004601920188080999, 1.0599457201966993e-05]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 5.421010862427522e-20, 6.291433877579424e-07]",5.421010862427522e-20,(43.41656464471593+0j),(-37.66217981511671+0j),[1],[array([43.41656464])]
88.48963963963963,1,2,[-2.73152446e-05 -4.41985948e-03  1.00000000e+00],[-0.02439982  1.        ],"[1.0, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724934e-05]","[1, 0.0199799565335642, 0.00046019201880809994, 1.1228600589724936e-05]","[0.0, 0.0, 0.0, 1.6940658945086007e-21]",1.6940658945086007e-21,(40.98391559400664+0j),(-31.679580911490106+0j),[1],[array([40.98391559])]
